letter,page,drug_name,sanskrit_name,transliteration,ref_drug_name,botanical_correlation,status,discussion,reference
N,1,Nahi,नाही,nāhī,नाही,Enicostemma littorale Blume.,,,[3]
N,1,Nakuli,नाकुली,nākulī,नाकुली,Rauwolfia serpentina Benth. ex Kurz.,Accepted source,Identified with it,[1]
N,1,Nakuli,नाकुली,nākulī,नाकुली,Rauwolfia serpentina Benth. ex Kurz.,Accepted source,Identified with it,[1]
N,1,Nakuli,नाकुली,nākulī,नाकुली,Rauwolfia serpentina Benth. ex Kurz.,Accepted source,"After exploring the ancient texts and nighantus it can be concluded that 1. According to Susruta, 'Nakuli' was interpreted as 'Sarpagandha' 2. Initially commentators considered 'Nakuli' and 'Rasna' as synonyms of each other 3. Arunadatta has interpreted 'Sarpaksi' and 'Sarpasugandha' as 'Nakulidvaya'; Thakur Balwant Singh has interpreted 'Nakuli' as 'Sarpagandha' which is identified with this species",[5]
N,1,Nala,नल,nala,नल,Arundo donax Linn.,,,[3]
N,1,Nala,नल,nala,नल,Phragmites maxima Blatter & McCann.,Accepted source,Identified with it,[1]
N,1,Nala - jati,नल जाति,nala jāti,नल जाति,Phragmites karka Trin. Ex. Steud.,,,[3]
N,1,Nalada,नलद,nalada,नलद,Valeriana sp.,Accepted source,It is identified with this species,[5]
N,1,Nalika,नलिका,nalikā,नलिका,Cinnamomum sp.,Substituted source,Bark of this species is being used as its substitute,[1]
N,1,Nalika,नलिका,nalikā,नलिका,Cinnamomum tamala,?,?,[2]
N,1,Nalika,नलिका,nalikā,नलिका,Ipomaea aquatica,Accepted source,Nalika is correlated to this species,[2]
N,1,Nalika,नलिका,nalikā,नलिका,Ipomoea acquatica Forsk.,Most probable,May be identified with this species,[1]
N,1,Nalika,नलिका,nalikā,नलिका,Litsea sp.,Substituted source,Bark of this species is being used as its substitute,[1]
N,2,Nandi,नन्दी,nandī,नन्दी,Ficus sp.,Most probable,May be identified with this species,[1]
N,2,Nandimukha,नन्दीमुख,nandīmukha,नन्दीमुख,Eleusine indica Gaertn.,Accepted source,Nandimukha is a variety of Madhuli which is correlated to this species,[1]
N,2,Nandimukhi,नन्दीमुखी,nandīmukhī,नन्दीमुखी,Eleusine indica Gaertn.,Accepted source,Identified with it,[1]
N,2,Nandimukhi,नन्दीमुखी,nandīmukhī,नन्दीमुखी,Eleusine indica Gaertn.,Accepted source,With regard to its properties it is considered as a type of 'Godhuma' and hence identified with this species,[5]
N,2,Nandivrksa,नन्दीवृक्ष,nandīvṛkṣa,नन्दीवृक्ष,Cedrela toona,Suggested source,"According to Dhanvantari nighantu, Raja nighantu and Amarakosa, Nandivrksa is identified with Tuni which is correlated to this species",[2]
N,2,Nandivrksa,नन्दीवृक्ष,nandīvṛkṣa,नन्दीवृक्ष,Ficus altissima Blume,Accepted source,Identified with this species,[5]
N,2,Nandivrksa,नन्दीवृक्ष,nandīvṛkṣa,नन्दीवृक्ष,Ficus retusa,Accepted source,Nandivrksa is identified with this species,[2]
N,2,Nandivrksa,नन्दीवृक्ष,nandīvṛkṣa,नन्दीवृक्ष,Ficus retusa Linn.,Most probable,May be identified with it,[1]
N,2,Nandivrksa,नन्दीवृक्ष,nandīvṛkṣa,नन्दीवृक्ष,Ficus rumphii Blume,Most probable,May be identified with it,[1]
N,2,Nandivrksa,नन्दीवृक्ष,nandīvṛkṣa,नन्दीवृक्ष,Gmelina arborea,Suggested source,There are different views regarding Nandivriksa; Some consider it to be Kasmari which is correlated to this species,[2]
N,2,Nandivrksa,नन्दीवृक्ष,nandīvṛkṣa,नन्दीवृक्ष,Tabernaemontana coronaria,Suggested source,Dr Vaman Ganesh Desai identifies Nandivrksa with this species,[2]
N,2,Nandivrksa,नन्दीवृक्ष,nandīvṛkṣa,नन्दीवृक्ष,Thespesia populnea,Most probable,Some identify Nandivrksa as Gardabhand which is correlated to this species,[2]
N,2,Naraci,नाराची,nārācī,नाराची,Corchorus sp.,Most probable,Based on the synonyms its most probably correlated to this species; Locally this species is called as 'Narca',[5]
N,2,Naranga,नारङ्ग,nāraṅga,नारङ्ग,Citrus reticulata Blanc.,Accepted source,Identified with it,[1]
N,2,Naranga,नारङ्ग,nāraṅga,नारङ्ग,Citrus reticulata Blanco.,,,[4]
N,2,Naranga - prakara,नारङ्ग प्रकार,nāraṅga prakāra,नारङ्ग प्रकार,Citrus auranticum Linn.,,,[4]
N,2,Naranga - prakara,नारङ्ग प्रकार,nāraṅga prakāra,नारङ्ग प्रकार,Citrus sinensis Linn.,,,[4]
N,2,Narapuspa,नरपुष्पा,narapuṣpā,नरपुष्पा,Indigofera sp.,Accepted source,Narapuspa is mentioned in Sodala nighantu and with regard to the given synonyms it is identified with this species,[5]
N,2,Narikela,नारिकेल,nārikela,नारिकेल,Cocos nucifera Linn.,,,[3]
N,2,Narikela,नारिकेल,nārikela,नारिकेल,Cocos nucifera Linn.,,,[4]
N,2,Narikela,नारिकेल,nārikela,नारिकेल,Cocos nucifera Linn.,Accepted source,Identified with it,[1]
N,2,Nicula,निचुल,nicula,निचुल,Barringtonia acutangula (Linn.) Gaertn.,Accepted source,Identified with it,[1]
N,2,Nicula,निचुल,nicula,निचुल,Barringtonia racemosa Roxb.,?,?,[2]
N,2,Nicula,निचुल,nicula,निचुल,Barringtonia racemosa Roxb.,Accepted source,Nicula is identified with this species,[2]
N,2,Nicula,निचुल,nicula,निचुल,Prunus armeniaca Linn.,A-C,?,[1]
N,2,Nicula,निचुल,nicula,निचुल,Prunus persica Batsch,A-C,?,[1]
N,2,Nikocaka,निकोचक,nikocaka,निकोचक,Aesculus indicus Colebr.,Most probable,Aesculus indicus may be correlated to Nikocaka,[1]
N,2,Nikocaka,निकोचक,nikocaka,निकोचक,Pinus gerardiana Wall.,,,[4]
N,2,Nila,नीला,nīlā,नीला,Indigofera sp.,Most probable,It may be identified with this species,[5]
N,2,Nili,नीली,nīlī,नीली,Indigofera tinctoria Linn.,Accepted source,Identified with it,[1]
N,2,Nili,नीली,nīlī,नीलिनी,Indigofera tinctoria Linn.,,,[3]
N,2,Nili,नीली,nīlī,नीली,Ipomoea hederacea (Linn.) Jacq.,?,?,[1]
N,2,Nilini,नीलिनी,nīlinī,नीली,Indigofera tinctoria Linn.,Accepted source,Identified with it,[1]
N,2,Nilini,नीलिनी,nīlinī,नीलिनी,Indigofera tinctoria Linn.,,,[3]
N,2,Nilini,नीलिनी,nīlinī,नीली,Ipomoea hederacea (Linn.) Jacq.,?,?,[1]
N,2,Nimba,निम्ब,nimba,निम्ब,Azadirachta indica A. Juss,,,[3]
N,2,Nimba,निम्ब,nimba,निम्ब,Azadirachta indica A. Juss.,Accepted source,Identified with it,[1]
N,2,Nimbi,निम्बी,nimbī,निम्बी,Picrasma quassioides Bennett.,Most probable,With regard to its synonyms its most probably correlated to this species and popular by the name 'Kadvi' or 'Nimatota',[5]
N,2,Nimbuka,निम्बुक,nimbuka,निम्बुक,Citrus aurantifolia (Christm) Swingle.,,,[4]
N,2,Nipa,नीप,nīpa,नीप,Adina cordifolia Benth. and Hook.f.,Most probable,May be identified with this species. This is considered as a variety of Kadamba,[1]
N,2,Nirgundi,निर्गुण्डी,nirguṇḍī,निर्गुण्डी,Vitex negundo Linn.,,,[3]
N,2,Nirgundi,निर्गुण्डी,nirguṇḍī,निर्गुण्डी,Vitex negundo Linn.,?,?,[5]
N,2,Nirgundi,निर्गुण्डी,nirguṇḍī,निर्गुण्डी,Vitex negundo Linn.,Accepted source,Identified with it,[1]
N,2,Nirgundi,निर्गुण्डी,nirguṇḍī,निर्गुण्डी,Vitex negundo Linn.,Accepted source,Identified with it,[1]
N,2,Nirgundi,निर्गुण्डी,nirguṇḍī,निर्गुण्डी,Vitex Trifolia Linn. F.,,,[3]
N,2,Nirvisa,निर्विषा,nirviṣā,निर्विषा,Delphinium denudatum Wall.,,,[3]
N,3,Nirvisi,निर्विषी,nirviṣī,निर्विषी,Delphinium denudatum,Accepted source,Nirvisi is correlated to this species,[2]
N,3,Nispava,निष्पाव,niṣpāva,निष्पाव,Dolichos lablab Linn.,,,[4]
N,3,Nispava,निष्पाव,niṣpāva,निष्पाव,Dolichos lablab Linn.,Accepted source,Identified with it,[1]
N,3,Nivara,नीवार,nīvāra,नीवार,Hygroryza aristata Nees.,,,[4]
N,3,Nrtyakundaka,नृत्यकुण्डक,nṛtyakuṇḍaka,नृत्यकुण्डक,Eleusine aegyptiaca Desf.,Most probable,May be identified with this species as its features resemble with that of the plant; Its also known with the name Makara which is popular in Varanasi and correlated to this species itself.,[1]
N,3,Nrtyakundala,नृत्यकुण्डल,nṛtyakuṇḍala,नृत्यकुण्डल,Achyranthes aspera.,Controversial,With regard to the meaning given to Nrtyakundala by the commentator in Susruta samhita it is correlated to this species but considering other facts later  this cannot be taken as the accepted source,[2]
N,3,Nrtyakundala,नृत्यकुण्डल,nṛtyakuṇḍala,नृत्यकुण्डल,Anthocephalus cadamb,Controversial,With regard to comments given by Dalhana it can be correlated to this species but there are many views regarding this plant,[2]
N,3,Nrtyakundala,नृत्यकुण्डल,nṛtyakuṇḍala,नृत्यकुण्डल,Eleusine corocana,Suggested source,With regard to its features and properties many plants are correlated to Nrtyakundala. Among them seeds of this species are suggested to be used as Nrtyakundala,[2]
N,3,Nrtyakundala,नृत्यकुण्डल,nṛtyakuṇḍala,नृत्यकुण्डल,Eleusine corocuna,Suggested source,With regard to its features and properties many plants are correlated to Nrtyakundala. Among them seeds of this species are suggested to be used as Nrtyakundala,[2]
N,3,Nrtyakundala,नृत्यकुण्डल,nṛtyakuṇḍala,नृत्यकुण्डल,Martynia diandra,Controversial,Many plants are considered as Nrtyakundala and this species is one among them,[2]
N,3,Nrtyakundala,नृत्यकुण्डल,nṛtyakuṇḍala,नृत्यकुण्डल,Martynia diandra,Most probable,Some consider Nrtyakundala as this species with regard to its features,[2]
N,3,Nrtyakundala,नृत्यकुण्डल,nṛtyakuṇḍala,नृत्यकुण्डल,Pergularia extensa,Controversial,With regard to its features and properties many plants are correlated to Nrtyakundala. Among them this species is suggested to be used as Nrtyakundala,[2]
O,1,Odanapaki,ओदनपाकी,odanapākī,ओदनपाकी,Hymenachne amplexicaulis (Rudge) Nees.,Suggested source,"Odanapaki has been mentioned in Caraka samhita, Astanga sangraha and Astanga hridaya where as not mentioned in Susruta samhita; Cakrapani has identified it with 'Nilajhinti'; In Dhanvantari nighantu it has been mentioned as a synonym of 'Bala' as its fruits ripen during the winter season and its seeds are used as rice; But Odanapaki cannot be considered as Bala as in Caraka samhita its mentioned seperately and not mentioned in the Bala catustaya (four bala); Most probably can be correlated to this species as it has features similar to the ones described above",[5]
P,1,Paci,पाची,pācī,पाची,Pogostemon cablin Benth.,Accepted source,Its identified with this species,[5]
P,1,Paci,पाची,pācī,पाची,Pogostemon heyneanus Benth.,Accepted source,Its identified with this species,[5]
P,1,Padma,पद्म,padma,पद्म,Physalis minima Linn.,Accepted source,It is identified with this species,[5]
P,1,Padma,पद्म,padma,पद्म,Physalis peruviana Linn.,?,?,[5]
P,1,Padma,पद्म,padma,पद्म,Premna herbacea Roxb.,Accepted source,Identified with it,[1]
P,1,Padmabija,पद्मबीज,padmabīja,कमल,Nelumbo nucifera Gaertn.,Accepted source,Identified with it,[1]
